NovelId,SentenceId,Emotion,Text
16,107,Neutral,And so it continued the whole night.
16,108,Neutral,"He took nothing without returning it, but repaid everything with interest, and did not lay about him in vain."
16,109,Neutral,"At daybreak, however, everything ceased."
16,110,Neutral,"When the miller had got up, he wanted to look after him, and wondered if he were still alive."
16,111,Neutral,"Then the youth said, ""I have eaten my fill, have received some boxes on the ears, but I have given some in return."""
16,112,Happiness,"The miller rejoiced, and said that the mill was now released from the spell, and wanted to give him much money as a reward."
16,113,Neutral,"But he said, ""Money, I will not have, I have enough of it."""
16,114,Neutral,"So he took his meal on his back, went home, and told the bailiff that he had done what he had been told to do, and would now have the reward agreed on."
16,115,Fear,"When the bailiff heard that, he was seriously alarmed and quite beside himself; he walked backwards and forwards in the room, and drops of perspiration ran down from his forehead."
16,116,Neutral,"Then he opened the window to get some fresh air, but before he was aware, the head-servant had given him such a kick that he flew through the window out into the air, and so far away that no one ever saw him again."
16,117,Neutral,"Then said the head-servant to the bailiff""s wife, ""If he does not come back, you must take the other blow."""
16,118,Fear,"She cried, ""No, no I cannot bear it,"" and opened the other window, because drops of perspiration were running down her forehead."
16,119,Neutral,"Then he gave her such a kick that she, too, flew out, and as she was lighter she went much higher than her husband."
16,120,Neutral,"Her husband cried, ""Do come to me,"" but she replied, ""Come thou to me, I cannot come to thee."""
16,121,Neutral,"And they hovered about there in the air, and could not get to each other, and whether they are still hovering about, or not, I do not know, but the young giant took up his iron bar, and went on his way."
17,0,Neutral,"There was once upon a time a rich King who had three daughters, who daily went to walk in the palace garden, and the King was a great lover of all kinds of fine trees, but there was one for which he had such an affection, that if anyone gathered an apple from it he wished him a hundred fathoms underground."
17,1,Neutral,"And when harvest time came, the apples on this tree were all as red as blood."
17,2,Neutral,"The three daughters went every day beneath the tree, and looked to see if the wind had not blown down an apple, but they never by any chance found one, and the tree was so loaded with them that it was almost breaking, and the branches hung down to the ground."
17,3,Neutral,"Then the King""s youngest child had a great desire for an apple, and said to her sisters, ""Our father loves us far too much to wish us underground, it is my belief that he would only do that to people who were strangers."""
17,4,Happiness,"And while she was speaking, the child plucked off quite a large apple, and ran to her sisters, saying, ""Just taste, my dear little sisters, for never in my life have I tasted anything so delightful."""
17,5,Surprise,"Then the two other sisters also ate some of the apple, whereupon all three sank deep down into the earth, where they could hear no cock crow."
17,6,Surprise,"When mid-day came, the King wished to call them to come to dinner, but they were nowhere to be found."
17,7,Neutral,"He sought them everywhere in the palace and garden, but could not find them."
17,8,Sadness,"Then he was much troubled, and made known to the whole land that whosoever brought his daughters back again should have one of them to wife."
17,9,Neutral,"Hereupon so many young men went about the country in search, that there was no counting them, for every one loved the three children because they were so kind to all, and so fair of face."
17,10,Neutral,"Three young huntsmen also went out, and when they had travelled about for eight days, they arrived at a great castle, in which were beautiful apartments, and in one room a table was laid on which were delicate dishes which were still so warm that they were smoking, but in the whole of the castle no human being was either to be seen or heard."
17,11,Neutral,"They waited there for half a day, and the food still remained warm and smoking, and at length they were so hungry that they sat down and ate, and agreed with each other that they would stay and live in that castle, and that one of them, who should be chosen by casting lots, should remain in the house, and the two others seek the King""s daughters."
17,12,Neutral,"They cast lots, and the lot fell on the eldest; so next day the two younger went out to seek, and the eldest had to stay home."
17,13,Neutral,"At mid-day came a small, small mannikin and begged for a piece of bread, then the huntsman took the bread which he had found there, and cut a round off the loaf and was about to give it to him, but whilst he was giving it to the mannikin, the latter let it fall, and asked the huntsman to be so good as to give him that piece again."
17,14,Surprise,"The huntsman was about to do so and stooped, on which the mannikin took a stick, seized him by the hair, and gave him a good beating."
17,15,Neutral,"Next day, the second stayed at home, and he fared no better."
17,16,Neutral,"When the two others returned in the evening, the eldest said, ""Well, how have you got on?"""
17,17,Sadness,"""Oh, very badly,"" said he, and then they lamented their misfortune together, but they said nothing about it to the youngest, for they did not like him at all, and always called him Stupid Hans, because he did not exactly belong to the forest."
17,18,Neutral,"On the third day, the youngest stayed at home, and again the little mannikin came and begged for a piece of bread."
17,19,Neutral,"When the youth gave it to him, the elf let it fall as before, and asked him to be so good as to give him that piece again."
17,20,Disgust,"Then said Hans to the little mannikin, ""What! canst thou not pick up that piece thyself?"
17,21,Disgust,"If thou wilt not take as much trouble as that for thy daily bread, thou dost not deserve to have it."""
17,22,Anger,"Then the mannikin grew very angry and said he was to do it, but the huntsman would not, and took my dear mannikin, and gave him a thorough beating."
17,23,Fear,"Then the mannikin screamed terribly, and cried, ""Stop, stop, and let me go, and I will tell thee where the King""s daughters are."""
17,24,Neutral,"When Hans heard that, he left off beating him and the mannikin told him that he was an earth mannikin, and that there were more than a thousand like him, and that if he would go with him he would show him where the King""s daughters were."
17,25,Neutral,"Then he showed him a deep well, but there was no water in it."
17,26,Neutral,"And the elf said that he knew well that the companions Hans had with him did not intend to deal honourably with him, therefore if he wished to deliver the King""s children, he must do it alone."
17,27,Fear,"The two other brothers would also be very glad to recover the King""s daughters, but they did not want to have any trouble or danger."
17,28,Neutral,"Hans was therefore to take a large basket, and he must seat himself in it with his hanger and a bell, and be let down."
17,29,Neutral,"Below were three rooms, and in each of them was a princess, with a many-headed dragon, whose heads she was to comb and trim, but he must cut them off."
17,30,Neutral,"And having said all this, the elf vanished."
17,31,Neutral,"When it was evening the two brothers came and asked how he had got on, and he said, ""pretty well so far,"" and that he had seen no one except at mid-day when a little mannikin had come and begged for a piece of bread, that he had given some to him, but that the mannikin had let it fall and had asked him to pick it up again; but as he did not choose to do that, the elf had begun to lose his temper, and that he had done what he ought not, and had given the elf a beating, on which he had told him where the King""s daughters were."
17,32,Anger,Then the two were so angry at this that they grew green and yellow.
17,33,Neutral,"Next morning they went to the well together, and drew lots who should first seat himself in the basket, and again the lot fell on the eldest, and he was to seat himself in it, and take the bell with him."
17,34,Neutral,"Then he said, ""If I ring, you must draw me up again immediately."""
17,35,Neutral,"When he had gone down for a short distance, he rang, and they at once drew him up again."
17,36,Neutral,"Then the second seated himself in the basket, but he did just the same as the first, and then it was the turn of the youngest, but he let himself be lowered quite to the bottom."
17,37,Neutral,"When he had got out of the basket, he took his hanger, and went and stood outside the first door and listened, and heard the dragon snoring quite loudly."
17,38,Neutral,"He opened the door slowly, and one of the princesses was sitting there, and had nine dragon""s heads lying upon her lap, and was combing them."
17,39,Neutral,"Then he took his hanger and hewed at them, and the nine fell off."
17,40,Happiness,"The princess sprang up, threw her arms round his neck, embraced and kissed him repeatedly, and took her stomacher, which was made of pure gold, and hung it round his neck."
17,41,Neutral,"Then he went to the second princess, who had a dragon with five heads to comb, and delivered her also, and to the youngest, who had a dragon with four heads, he went likewise."
17,42,Happiness,"And they all rejoiced, and embraced him and kissed him without stopping."
17,43,Neutral,"Then he rang very loud, so that those above heard him, and he placed the princesses one after the other in the basket, and had them all drawn up, but when it came to his own turn he remembered the words of the elf, who had told him that his comrades did not mean well by him."
17,44,Neutral,"So he took a great stone which was lying there, and placed it in the basket, and when it was about half way up, his false brothers above cut the rope, so that the basket with the stone fell to the ground, and they thought that he was dead, and ran away with the three princesses, making them promise to tell their father that it was they who had delivered them, and then they went to the King, and each demanded a princess in marriage."
17,45,Surprise,"In the meantime the youngest huntsman was wandering about the three chambers in great trouble, fully expecting to have to end his days there, when he saw, hanging on the wall, a flute; then said he, ""Why dost thou hang there, no one can be merry here?"""
17,46,Sadness,"He looked at the dragons, heads likewise and said, ""You too cannot help me now."""
17,47,Neutral,He walked backwards and forwards for such a long time that he made the surface of the ground quite smooth.
17,48,Neutral,"But at last other thoughts came to his mind, and he took the flute from the wall, and played a few notes on it, and suddenly a number of elves appeared, and with every note that he sounded one more came."
17,49,Neutral,Then he played until the room was entirely filled.
17,50,Neutral,"They all asked what he desired, so he said he wished to get above ground back to daylight, on which they seized him by every hair that grew on his head, and thus they flew with him onto the earth again."
17,51,Neutral,"When he was above ground, he at once went to the King""s palace, just as the wedding of one princess was about to be celebrated, and he went to the room where the King and his three daughters were."
17,52,Surprise,When the princesses saw him they fainted.
17,53,Anger,"Hereupon the King was angry, and ordered him to be put in prison at once, because he thought he must have done some injury to the children."
17,54,Neutral,"When the princesses came to themselves, however, they entreated the King to set him free again."
17,55,Neutral,"The King asked why, and they said that they were not allowed to tell that, but their father said that they were to tell it to the stove."
17,56,Neutral,"And he went out, listened at the door, and heard everything."
17,57,Anger,"Then he caused the two brothers to be hanged on the gallows, and to the third he gave his youngest daughter, and on that occasion I wore a pair of glass shoes, and I struck them against a stone, and they said, ""Klink,"" and were broken."
18,0,Neutral,"About a thousand or more years ago, there were in this country nothing but small kings, and one of them who lived on the Keuterberg was very fond of hunting."
18,1,Neutral,"Once on a time when he was riding forth from his castle with his huntsmen, three girls were watching their cows upon the mountain, and when they saw the King with all his followers, the eldest girl pointed to him, and called to the two other girls, ""If I do not get that one, I will have none."""
18,2,Neutral,"Then the second girl answered from the other side of the hill, and pointed to the one who was on the King""s right hand, ""Hilloa! hilloa!"
18,3,Neutral,"If I do not get him, I will have no one."""
18,4,Neutral,"These, however, were the two ministers."
18,5,Neutral,"The King heard all this, and when he had come back from the chase, he caused the three girls to be brought to him, and asked them what they had said yesterday on the mountain."
18,6,Neutral,"This they would not tell him, so the King asked the eldest if she really would take him for her husband?"
18,7,Happiness,"Then she said, ""Yes,"" and the two ministers married the two sisters, for they were all three fair and beautiful of face, especially the Queen, who had hair like flax."
18,8,Neutral,"But the two sisters had no children, and once when the King was obliged to go from home he invited them to come to the Queen in order to cheer her, for she was about to bear a child."
18,9,Neutral,She had a little boy who brought a bright red star into the world with him.
18,10,Anger,Then the two sisters said to each other that they would throw the beautiful boy into the water.
18,11,Neutral,"When they had thrown him in (I believe it was into the Weser) a little bird flew up into the air, which sang ,"
18,12,Neutral,"""To thy death art thou sped, Until God""s word be said."
18,13,Neutral,"In the white lily bloom, Brave boy, is thy tomb."""
18,14,Fear,"When the two heard that, they were frightened to death, and ran away in great haste."
18,15,Neutral,When the King came home they told him that the Queen had been delivered of a dog.
18,16,Neutral,"Then the King said, ""What God does, is well done!"""
18,17,Neutral,"But a fisherman who dwelt near the water fished the little boy out again while he was still alive, and as his wife had no children, they reared him."
18,18,Surprise,"When a year had gone by, the King again went away, and the Queen had another little boy, whom the false sisters likewise took and threw into the water."
18,19,Neutral,"Then up flew a little bird again and sang,"
18,20,Disgust,"""To thy death art thou sped, Until God""s word be said."
18,21,Neutral,"In the white lily bloom, Brave boy, is thy tomb."""
18,22,Neutral,"And when the King came back, they told him that the Queen had once more given birth to a dog, and he again said, ""What God does, is well done."""
18,23,Neutral,"The fisherman, however, fished this one also out of the water, and reared him."
18,24,Neutral,"Then the King again journeyed forth, and the Queen had a little girl, whom also the false sisters threw into the water."
18,25,Neutral,"Then again a little bird flew up on high and sang,"
18,26,Disgust,"""To thy death art thou sped Until God""s word be said."
18,27,Neutral,"In the white lily bloom, Bonny girl, is thy tomb."""
18,28,Neutral,And when the King came home they told him that the Queen had been delivered of a cat.
18,29,Anger,"Then the King grew angry, and ordered his wife to be cast into prison, and therein was she shut up for many long years."
18,30,Neutral,In the meantime the children had grown up.
18,31,Neutral,"Then eldest once went out with some other boys to fish, but the other boys would not have him with them, and said, ""Go thy way, foundling."""
18,32,Sadness,"Hereupon he was much troubled, and asked the old fisherman if that was true?"
18,33,Neutral,The fisherman told him that once when he was fishing he had drawn him out of the water.
18,34,Neutral,So the boy said he would go forth and seek his father.
18,35,Neutral,"The fisherman, however, entreated him to stay, but he would not let himself be hindered, and at last the fisherman consented."
18,36,Neutral,"Then the boy went on his way and walked for many days, and at last he came to a great piece of water by the side of which stood an old woman fishing."
18,37,Neutral,"""Good day, mother,"" said the boy."
18,38,Happiness,"""Many thanks,"" said she."
18,39,Neutral,"""Thou wilt fish long enough before thou catchest anything."""
18,40,Neutral,"""And thou wilt seek long enough before thou findest thy father."
18,41,Neutral,"How wilt thou get over the water?"" said the woman."
18,42,Neutral,"""God knows."""
18,43,Neutral,"Then the old woman took him up on her back and carried him through it, and he sought for a long time, but could not find his father."
18,44,Neutral,"When a year had gone by, the second boy set out to seek his brother."
18,45,Neutral,"He came to the water, and all fared with him just as with his brother."
18,46,Sadness,"And now there was no one at home but the daughter, and she mourned for her brothers so much that at last she also begged the fisherman to let her set forth, for she wished to go in search of her brothers."
18,47,Neutral,"Then she likewise came to the great piece of water, and she said to the old woman, ""Good day, mother."""
18,48,Happiness,"""Many thanks,"" replied the old woman."
18,49,Neutral,"""May God help you with your fishing,"" said the maiden."
18,50,Happiness,"When the old woman heard that, she became quite friendly, and carried her over the water, gave her a wand, and said to her, ""Go, my daughter, ever onwards by this road, and when you come to a great black dog, you must pass it silently and boldly, without either laughing or looking at it."
18,51,Neutral,"Then you will come to a great high castle, on the threshold of which you must let the wand fall, and go straight through the castle, and out again on the other side."
18,52,Neutral,"There you will see an old fountain out of which a large tree has grown, whereon hangs a bird in a cage which you must take down."
18,53,Neutral,"Take likewise a glass of water out of the fountain, and with these two things go back by the same way."
18,54,Neutral,"Pick up the wand again from the threshold and take it with you, and when you again pass by the dog, strike him in the face with it, but be sure that you hit him, and then just come back here to me."""
18,55,Surprise,"The maiden found everything exactly as the old woman had said, and on her way back she found her two brothers who had sought each other over half the world."
18,56,Surprise,"They went together to the place where the black dog was lying on the road; she struck it in the face, and it turned into a handsome prince who went with them to the river."
18,57,Neutral,There the old woman was still standing.
18,58,Happiness,"She rejoiced much to see them again, and carried them all over the water, and then she too went away, for now she was freed."
18,59,Happiness,"The others, however, went to the old fisherman, and all were glad that they had found each other again, but they hung the bird on the wall."
18,60,Neutral,"But the second son could not settle at home, and took his cross-bow and went a-hunting."
18,61,Neutral,"When he was tired he took his flute, and made music."
18,62,Neutral,"The King was hunting too, and heard that and went thither, and when he met the youth, he said, ""Who has given thee leave to hunt here?"""
18,63,Fear,"""Oh, no one."""
18,64,Neutral,"""To whom dost thou belong, then?"""
18,65,Neutral,"""I am the fisherman""s son."""
18,66,Neutral,"""But he has no children."""
18,67,Neutral,"""If thou wilt not believe, come with me."""
18,68,Neutral,"That the King did, and questioned the fisherman, who told everything to him, and the little bird on the wall began to sing,"
18,69,Neutral,"""The mother sits alone There in the prison small, O King of royal blood, These are thy children all."
18,70,Neutral,"The sisters twain so false, They wrought the children woe, There in the waters deep Where the fishermen come and go."""
18,71,Fear,"Then they were all terrified, and the King took the bird, the fisherman and the three children back with him to the castle, and ordered the prison to be opened and brought his wife out again."
18,72,Sadness,"She had, however, grown quite ill and weak."
18,73,Surprise,"Then the daughter gave her some of the water of the fountain to drink, and she became strong and healthy."
18,74,Happiness,"But the two false sisters were burnt, and the daughter married the prince."
19,0,Sadness,"The wife of a rich man fell sick; and when she felt that her end drew nigh, she called her only daughter to her bed-side, and said, ""Always be a good girl, and I will look down from heaven and watch over you."""
19,1,Sadness,"Soon afterwards she shut her eyes and died, and was buried in the garden; and the little girl went every day to her grave and wept, and was always good and kind to all about her."
19,2,Neutral,"And the snow fell and spread a beautiful white covering over the grave; but by the time the spring came, and the sun had melted it away again, her father had married another wife."
19,3,Sadness,"This new wife had two daughters of her own, that she brought home with her; they were fair in face but foul at heart, and it was now a sorry time for the poor little girl."
19,4,Disgust,"""What does the good-for-nothing want in the parlour?"" said they; ""they who would eat bread should first earn it; away with the kitchen-maid!"""
19,5,Disgust,"Then they took away her fine clothes, and gave her an old grey frock to put on, and laughed at her, and turned her into the kitchen."
19,6,Neutral,"There she was forced to do hard work; to rise early before daylight, to bring the water, to make the fire, to cook and to wash."
19,7,Sadness,"Besides that, the sisters plagued her in all sorts of ways, and laughed at her."
19,8,Neutral,"In the evening when she was tired, she had no bed to lie down on, but was made to lie by the hearth among the ashes; and as this, of course, made her always dusty and dirty, they called her Ashputtel."
19,9,Neutral,"It happened once that the father was going to the fair, and asked his wife""s daughters what he should bring them."
19,10,Neutral,"""Fine clothes,"" said the first; ""Pearls and diamonds,"" cried the second."
19,11,Neutral,"""Now, child,"" said he to his own daughter, ""what will you have?"""
19,12,Neutral,"""The first twig, dear father, that brushes against your hat when you turn your face to come homewards,"" said she."
19,13,Neutral,"Then he bought for the first two the fine clothes and pearls and diamonds they had asked for: and on his way home, as he rode through a green copse, a hazel twig brushed against him, and almost pushed off his hat: so he broke it off and brought it away; and when he got home he gave it to his daughter."
19,14,Sadness,"Then she took it, and went to her mother""s grave and planted it there; and cried so much that it was watered with her tears; and there it grew and became a fine tree."
19,15,Sadness,"Three times every day she went to it and cried; and soon a little bird came and built its nest upon the tree, and talked with her, and watched over her, and brought her whatever she wished for."
19,16,Neutral,"Now it happened that the king of that land held a feast, which was to last three days; and out of those who came to it his son was to choose a bride for himself."
19,17,Neutral,"Ashputtel""s two sisters were asked to come; so they called her up, and said, ""Now, comb our hair, brush our shoes, and tie our sashes for us, for we are going to dance at the king""s feast."""
19,18,Sadness,"Then she did as she was told; but when all was done she could not help crying, for she thought to herself, she should so have liked to have gone with them to the ball; and at last she begged her mother very hard to let her go."
19,19,Disgust,"""You, Ashputtel!"" said she; ""you who have nothing to wear, no clothes at all, and who cannot even dance--you want to go to the ball?"
19,20,Anger,"And when she kept on begging, she said at last, to get rid of her, ""I will throw this dishful of peas into the ash-heap, and if in two hours"" time you have picked them all out, you shall go to the feast too."""
19,21,Fear,"Then she threw the peas down among the ashes, but the little maiden ran out at the back door into the garden, and cried out:"
19,22,Neutral,"""Hither, hither, through the sky, Turtle-doves and linnets, fly!"
19,23,Neutral,"Blackbird, thrush, and chaffinch gay, Hither, hither, haste away!"
19,24,Fear,"One and all come help me, quick!"
19,25,Fear,"Haste ye, haste ye!--pick, pick, pick!"""
19,26,Neutral,"Then first came two white doves, flying in at the kitchen window; next came two turtle-doves; and after them came all the little birds under heaven, chirping and fluttering in: and they flew down into the ashes."
19,27,Neutral,"And the little doves stooped their heads down and set to work, pick, pick, pick; and then the others began to pick, pick, pick: and among them all they soon picked out all the good grain, and put it into a dish but left the ashes."
19,28,Neutral,"Long before the end of the hour the work was quite done, and all flew out again at the windows."
19,29,Happiness,"Then Ashputtel brought the dish to her mother, overjoyed at the thought that now she should go to the ball."
19,30,Anger,"But the mother said, ""No, no! you slut, you have no clothes, and cannot dance; you shall not go."""
19,31,Neutral,"And when Ashputtel begged very hard to go, she said, ""If you can in one hour""s time pick two of those dishes of peas out of the ashes, you shall go too."""
19,32,Happiness,And thus she thought she should at least get rid of her.
19,33,Neutral,So she shook two dishes of peas into the ashes.
19,34,Fear,"But the little maiden went out into the garden at the back of the house, and cried out as before:"
19,35,Neutral,"""Hither, hither, through the sky, Turtle-doves and linnets, fly!"
19,36,Fear,"Blackbird, thrush, and chaffinch gay, Hither, hither, haste away!"
19,37,Fear,"One and all come help me, quick!"
19,38,Fear,"Haste ye, haste ye!--pick, pick, pick!"""
19,39,Neutral,"Then first came two white doves in at the kitchen window; next came two turtle-doves; and after them came all the little birds under heaven, chirping and hopping about."
19,40,Neutral,"And they flew down into the ashes; and the little doves put their heads down and set to work, pick, pick, pick; and then the others began pick, pick, pick; and they put all the good grain into the dishes, and left all the ashes."
19,41,Neutral,"Before half an hour""s time all was done, and out they flew again."
19,42,Happiness,"And then Ashputtel took the dishes to her mother, rejoicing to think that she should now go to the ball."
19,43,Disgust,"But her mother said, ""It is all of no use, you cannot go; you have no clothes, and cannot dance, and you would only put us to shame"": and off she went with her two daughters to the ball."
19,44,Sadness,"Now when all were gone, and nobody left at home, Ashputtel went sorrowfully and sat down under the hazel-tree, and cried out:"
19,45,Neutral,"""Shake, shake, hazel-tree, Gold and silver over me!"""
19,46,Neutral,"Then her friend the bird flew out of the tree, and brought a gold and silver dress for her, and slippers of spangled silk; and she put them on, and followed her sisters to the feast."
19,47,Neutral,"But they did not know her, and thought it must be some strange princess, she looked so fine and beautiful in her rich clothes; and they never once thought of Ashputtel, taking it for granted that she was safe at home in the dirt."
19,48,Neutral,"The king""s son soon came up to her, and took her by the hand and danced with her, and no one else: and he never left her hand; but when anyone else came to ask her to dance, he said, ""This lady is dancing with me."""
19,49,Happiness,"Thus they danced till a late hour of the night; and then she wanted to go home: and the king""s son said, ""I shall go and take care of you to your home""; for he wanted to see where the beautiful maiden lived."
19,50,Neutral,"But she slipped away from him, unawares, and ran off towards home; and as the prince followed her, she jumped up into the pigeon-house and shut the door."
19,51,Neutral,"Then he waited till her father came home, and told him that the unknown maiden, who had been at the feast, had hid herself in the pigeon-house."
19,52,Neutral,"But when they had broken open the door they found no one within; and as they came back into the house, Ashputtel was lying, as she always did, in her dirty frock by the ashes, and her dim little lamp was burning in the chimney."
19,53,Neutral,"For she had run as quickly as she could through the pigeon-house and on to the hazel-tree, and had there taken off her beautiful clothes, and put them beneath the tree, that the bird might carry them away, and had lain down again amid the ashes in her little grey frock."
19,54,Neutral,"The next day when the feast was again held, and her father, mother, and sisters were gone, Ashputtel went to the hazel-tree, and said:"
19,55,Neutral,"""Shake, shake, hazel-tree, Gold and silver over me!"""
19,56,Neutral,And the bird came and brought a still finer dress than the one she had worn the day before.
19,57,Neutral,"And when she came in it to the ball, everyone wondered at her beauty: but the king""s son, who was waiting for her, took her by the hand, and danced with her; and when anyone asked her to dance, he said as before, ""This lady is dancing with me."""
19,58,Neutral,"When night came she wanted to go home; and the king""s son followed here as before, that he might see into what house she went: but she sprang away from him all at once into the garden behind her father""s house."
19,59,Neutral,"In this garden stood a fine large pear-tree full of ripe fruit; and Ashputtel, not knowing where to hide herself, jumped up into it without being seen."
19,60,Neutral,"Then the king""s son lost sight of her, and could not find out where she was gone, but waited till her father came home, and said to him, ""The unknown lady who danced with me has slipped away, and I think she must have sprung into the pear-tree."""
19,61,Surprise,"The father thought to himself, ""Can it be Ashputtel?"""
19,62,Neutral,"So he had an axe brought; and they cut down the tree, but found no one upon it."
19,63,Neutral,"And when they came back into the kitchen, there lay Ashputtel among the ashes; for she had slipped down on the other side of the tree, and carried her beautiful clothes back to the bird at the hazel-tree, and then put on her little grey frock."
19,64,Neutral,"The third day, when her father and mother and sisters were gone, she went again into the garden, and said:"
19,65,Neutral,"""Shake, shake, hazel-tree, Gold and silver over me!"""
19,66,Neutral,"Then her kind friend the bird brought a dress still finer than the former one, and slippers which were all of gold: so that when she came to the feast no one knew what to say, for wonder at her beauty: and the king""s son danced with nobody but her; and when anyone else asked her to dance, he said, ""This lady is /my/ partner, sir."""
19,67,Fear,"When night came she wanted to go home; and the king""s son would go with her, and said to himself, ""I will not lose her this time""; but, however, she again slipped away from him, though in such a hurry that she dropped her left golden slipper upon the stairs."
19,68,Neutral,"The prince took the shoe, and went the next day to the king his father, and said, ""I will take for my wife the lady that this golden slipper fits."""
19,69,Happiness,"Then both the sisters were overjoyed to hear it; for they had beautiful feet, and had no doubt that they could wear the golden slipper."
19,70,Neutral,"The eldest went first into the room where the slipper was, and wanted to try it on, and the mother stood by."
19,71,Neutral,"But her great toe could not go into it, and the shoe was altogether much too small for her."
19,72,Anger,"Then the mother gave her a knife, and said, ""Never mind, cut it off; when you are queen you will not care about toes; you will not want to walk."""
19,73,Disgust,"So the silly girl cut off her great toe, and thus squeezed on the shoe, and went to the king""s son."
19,74,Neutral,"Then he took her for his bride, and set her beside him on his horse, and rode away with her homewards."
19,75,Neutral,But on their way home they had to pass by the hazel-tree that Ashputtel had planted; and on the branch sat a little dove singing:
19,76,Neutral,"""Back again! back again! look to the shoe!"
19,77,Neutral,"The shoe is too small, and not made for you!"
19,78,Neutral,"Prince! prince! look again for thy bride, For she""s not the true one that sits by thy side."""
19,79,Surprise,"Then the prince got down and looked at her foot; and he saw, by the blood that streamed from it, what a trick she had played him."
19,80,Disgust,"So he turned his horse round, and brought the false bride back to her home, and said, ""This is not the right bride; let the other sister try and put on the slipper."""
19,81,Neutral,"Then she went into the room and got her foot into the shoe, all but the heel, which was too large."
19,82,Disgust,"But her mother squeezed it in till the blood came, and took her to the king""s son: and he set her as his bride by his side on his horse, and rode away with her."
19,83,Neutral,"But when they came to the hazel-tree the little dove sat there still, and sang:"
19,84,Neutral,"""Back again! back again! look to the shoe!"
19,85,Neutral,"The shoe is too small, and not made for you!"
19,86,Neutral,"Prince! prince! look again for thy bride, For she""s not the true one that sits by thy side."""
19,87,Surprise,"Then he looked down, and saw that the blood streamed so much from the shoe, that her white stockings were quite red."
19,88,Neutral,So he turned his horse and brought her also back again.
19,89,Disgust,"""This is not the true bride,"" said he to the father; ""have you no other daughters?"""
19,90,Disgust,"""No,"" said he; ""there is only a little dirty Ashputtel here, the child of my first wife; I am sure she cannot be the bride."""
19,91,Neutral,The prince told him to send her.
19,92,Disgust,"But the mother said, ""No, no, she is much too dirty; she will not dare to show herself."""
19,93,Neutral,"However, the prince would have her come; and she first washed her face and hands, and then went in and curtsied to him, and he reached her the golden slipper."
19,94,Neutral,"Then she took her clumsy shoe off her left foot, and put on the golden slipper; and it fitted her as if it had been made for her."
19,95,Happiness,"And when he drew near and looked at her face he knew her, and said, ""This is the right bride."""
19,96,Anger,"But the mother and both the sisters were frightened, and turned pale with anger as he took Ashputtel on his horse, and rode away with her."
19,97,Neutral,"And when they came to the hazel-tree, the white dove sang:"
19,98,Neutral,"""Home! home! look at the shoe!"
19,99,Neutral,Princess! the shoe was made for you!
19,100,Neutral,"Prince! prince! take home thy bride, For she is the true one that sits by thy side!"""
19,101,Neutral,"And when the dove had done its song, it came flying, and perched upon her right shoulder, and so went home with her."
20,0,Neutral,"A king and queen once upon a time reigned in a country a great way off, where there were in those days fairies."
20,1,Sadness,"Now this king and queen had plenty of money, and plenty of fine clothes to wear, and plenty of good things to eat and drink, and a coach to ride out in every day: but though they had been married many years they had no children, and this grieved them very much indeed."
20,2,Fear,"But one day as the queen was walking by the side of the river, at the bottom of the garden, she saw a poor little fish, that had thrown itself out of the water, and lay gasping and nearly dead on the bank."
20,3,Happiness,"Then the queen took pity on the little fish, and threw it back again into the river; and before it swam away it lifted its head out of the water and said, ""I know what your wish is, and it shall be fulfilled, in return for your kindness to me--you will soon have a daughter."""
20,4,Happiness,"What the little fish had foretold soon came to pass; and the queen had a little girl, so very beautiful that the king could not cease looking on it for joy, and said he would hold a great feast and make merry, and show the child to all the land."
20,5,Neutral,"So he asked his kinsmen, and nobles, and friends, and neighbours."
20,6,Neutral,"But the queen said, ""I will have the fairies also, that they might be kind and good to our little daughter."""
20,7,Neutral,"Now there were thirteen fairies in the kingdom; but as the king and queen had only twelve golden dishes for them to eat out of, they were forced to leave one of the fairies without asking her."
20,8,Happiness,"So twelve fairies came, each with a high red cap on her head, and red shoes with high heels on her feet, and a long white wand in her hand: and after the feast was over they gathered round in a ring and gave all their best gifts to the little princess."
20,9,Neutral,"One gave her goodness, another beauty, another riches, and so on till she had all that was good in the world."
20,10,Anger,"Just as eleven of them had done blessing her, a great noise was heard in the courtyard, and word was brought that the thirteenth fairy was come, with a black cap on her head, and black shoes on her feet, and a broomstick in her hand: and presently up she came into the dininghall."
20,11,Anger,"Now, as she had not been asked to the feast she was very angry, and scolded the king and queen very much, and set to work to take her revenge."
20,12,Anger,"So she cried out, ""The king""s daughter shall, in her fifteenth year, be wounded by a spindle, and fall down dead."""
20,13,Sadness,"Then the twelfth of the friendly fairies, who had not yet given her gift, came forward, and said that the evil wish must be fulfilled, but that she could soften its mischief; so her gift was, that the king""s daughter, when the spindle wounded her, should not really die, but should only fall asleep for a hundred years."
20,14,Fear,"However, the king hoped still to save his dear child altogether from the threatened evil; so he ordered that all the spindles in the kingdom should be bought up and burnt."
20,15,Neutral,"But all the gifts of the first eleven fairies were in the meantime fulfilled; for the princess was so beautiful, and well behaved, and good, and wise, that everyone who knew her loved her."
20,16,Neutral,"It happened that, on the very day she was fifteen years old, the king and queen were not at home, and she was left alone in the palace."
20,17,Neutral,"So she roved about by herself, and looked at all the rooms and chambers, till at last she came to an old tower, to which there was a narrow staircase ending with a little door."
